CustomerID,Churn Probability
8120-JDCAM,0.375
5108-ADXWO,0.375
2587-EKXTS,0.375
7853-WNZSY,0.374
4067-HLYQI,0.374
2883-ILGWO,0.374
8677-HDZEE,0.373
0734-OXWBT,0.373
9659-QEQSY,0.373
3761-FLYZI,0.373
6896-SRVYQ,0.373
3258-SANFR,0.373
4130-MZLCC,0.373
2100-BDNSN,0.373
9979-RGMZT,0.372
4468-YDOVK,0.372
5206-XZZQI,0.372
7126-RBHSD,0.372
5243-SAOTC,0.372
8648-PFRMP,0.372
9389-ACWBI,0.372
9699-UBQFS,0.372
1216-BGTSP,0.372
6982-UQZLY,0.372
3005-NFMTA,0.372
2040-VZIKE,0.372
3137-LUPIX,0.371
7396-VJUZB,0.371
2479-BRAMR,0.371
0599-XNYDO,0.371
1456-TWCGB,0.37
9278-VZKCD,0.37
2181-UAESM,0.37
4840-ORQXB,0.37
8404-GFGCZ,0.369
8547-NSBBO,0.369
7130-YXBRO,0.369
6741-EGCBI,0.369
4989-LIXVT,0.368
8990-ZXLSU,0.368
4238-HFHSN,0.368
3143-ILDAL,0.368
5628-RKIFK,0.367
3569-EDBPQ,0.367
3571-RFHAR,0.367
2674-MLXMN,0.367
7924-GJZFI,0.367
4482-FTFFX,0.367
8008-HAWED,0.366
6168-YBYNP,0.366
8066-POXGX,0.366
5018-GWURO,0.366
3866-MDTUB,0.366
0807-ZABDG,0.366
6927-WTFIV,0.366
5172-MIGPM,0.365
8705-DWKTI,0.365
3594-KADLU,0.365
3055-MJDSB,0.365
6543-CPZMK,0.365
6351-SCJKT,0.364
0617-FHSGK,0.364
2916-BQZLN,0.363
2675-OTVVJ,0.363
2947-DOMLJ,0.363
9537-VHDTA,0.363
8313-KTIHG,0.363
0577-WHMEV,0.363
1423-BMPBQ,0.362
7470-MCQTK,0.362
3094-JOJAI,0.362
6629-LADHQ,0.362
9629-NHXFW,0.362
6137-NICCO,0.362
2320-JRSDE,0.362
8073-IJDCM,0.362
1724-IQWNM,0.361
3308-MHOOC,0.361
4704-ERYFC,0.361
1228-FZFRV,0.361
4138-NAXED,0.361
6968-GMKPR,0.361
6897-UUBNU,0.36
1728-CXQBE,0.36
0032-PGELS,0.36
6646-JPPHA,0.36
5027-XWQHA,0.36
4634-JLRJT,0.36
9305-CDSKC,0.359
1453-RZFON,0.359
2003-CKLOR,0.359
1891-FZYSA,0.359
7159-FVYPK,0.359
6581-NQCBA,0.359
3130-ICDUP,0.359
7277-OZCGZ,0.359
8749-JMNKX,0.358
9169-BSVIN,0.358
8262-COGGB,0.358
0376-OIWME,0.358
4781-ZXYGU,0.358
0634-SZPQA,0.358
1481-ZUWZA,0.358
2495-KZNFB,0.358
5626-MGTUK,0.358
7176-WIONM,0.358
8645-KWHJO,0.358
5996-DAOQL,0.358
1329-VHWNP,0.358
8450-JOVAH,0.358
7030-NJVDP,0.358
8755-IWJHN,0.357
6770-XUAGN,0.357
4256-ZWTZI,0.357
0096-BXERS,0.357
7147-AYBAA,0.357
0237-YFUTL,0.357
2302-ANTDP,0.357
4860-IJUDE,0.357
5028-HTLJB,0.357
7853-GVUDZ,0.356
5868-YTYKS,0.356
1564-HJUVY,0.356
5349-AZPEW,0.356
6572-ADKRS,0.355
5828-AVIPD,0.355
2683-BPJSO,0.355
4646-QZXTF,0.355
4191-XOVOM,0.355
3806-DXQOM,0.355
2472-OVKUP,0.355
4462-CYWMH,0.355
4826-TZEVA,0.354
7128-GGCNO,0.354
7814-LEEVE,0.354
6633-SYEUS,0.354
3055-OYMSE,0.353
9776-OJUZI,0.353
6908-VVYHM,0.353
1228-ZLNBX,0.353
5882-CMAZQ,0.353
2139-FQHLM,0.353
9776-CLUJA,0.353
1656-DRSMG,0.353
6834-NXDCA,0.353
1809-DMJHQ,0.353
4831-EOBFE,0.353
9576-SYUHJ,0.352
1304-BCCFO,0.352
0118-JPNOY,0.352
3815-SLMEF,0.352
5149-TGWDZ,0.352
6599-SFQVE,0.352
9614-RMGHA,0.352
5016-ETTFF,0.352
6921-OZMFH,0.351
9170-CCKOU,0.351
5188-HGMLP,0.351
1047-NNCBF,0.351
3346-BRMIS,0.351
2322-VCZHZ,0.351
8065-BVEPF,0.35
0749-IRGQE,0.35
0129-KPTWJ,0.35
8985-OOPOS,0.35
6818-WOBHJ,0.349
2386-OWURY,0.349
0730-KOAVE,0.349
3656-TKRVZ,0.349
2480-JZOSN,0.349
8974-OVACP,0.348
1934-SJVJK,0.348
5600-PDUJF,0.348
1591-NFNLQ,0.348
3148-BLQJT,0.348
1066-JKSGK,0.348
4760-THGOT,0.348
5949-EBSQK,0.348
1548-ARAGG,0.348
1077-HUUJM,0.347
4786-UKSNZ,0.347
6615-ZGEDR,0.347
8048-DSDFQ,0.347
1791-PQHBB,0.347
3785-NRHYR,0.347
0970-QXPXW,0.347
7721-DVEKZ,0.347
8329-IBCTI,0.347
6141-OOXUQ,0.347
3247-MHJKM,0.347
8543-MSDMF,0.347
6380-ARCEH,0.347
7551-JOHTI,0.346
7096-UCLNH,0.346
7601-WFVZV,0.346
7239-HZZCX,0.346
2866-IKBTM,0.346
3030-ZKIWL,0.346
8749-CLJXC,0.346
4892-VLANZ,0.346
8605-ITULD,0.346
4718-DHSMV,0.346
1905-OEILC,0.346
6654-QGBZZ,0.346
3930-ZGWVE,0.346
1135-LMECX,0.346
1029-QFBEN,0.346
3900-AQPHZ,0.346
7878-RTCZG,0.346
6286-SUUWT,0.346
7698-YFGEZ,0.346
7758-XKCBS,0.346
6124-ACRHJ,0.346
4877-EVATK,0.346
5766-ZJYBB,0.345
9375-MHRRS,0.345
8393-JMVMB,0.345
4255-DDUOU,0.345
3398-ZOUAA,0.344
0643-OKLRP,0.344
3842-QTGDL,0.344
4918-FYJNT,0.343
1663-MHLHE,0.343
1113-IUJYX,0.343
8242-JSVBO,0.343
9441-QHEVC,0.343
9975-SKRNR,0.343
6641-XRPSU,0.343
2144-BFDSO,0.343
7302-ZHMHP,0.343
1015-OWJKI,0.343
6569-KTMDU,0.343
0761-AETCS,0.342
7129-ACFOG,0.342
5143-WMWOG,0.342
0601-WZHJF,0.342
7617-EYGLW,0.342
1156-ZFYDO,0.342
9367-WXLCH,0.341
9191-MYQKX,0.341
2475-MROZF,0.34
4232-JGKIY,0.34
8468-EHYJA,0.34
4581-LNWUM,0.34
0924-BJCRC,0.34
8992-CEUEN,0.34
2378-HTWFW,0.34
7421-ZLUPA,0.34
0836-SEYLU,0.339
7521-AFHAB,0.339
0621-HJWXJ,0.339
9948-YPTDG,0.339
6300-BWMJX,0.338
2101-RANCD,0.338
5136-GFPMB,0.337
8267-KFGYD,0.337
3090-LETTY,0.337
1215-FIGMP,0.337
1041-RXHRA,0.337
0015-UOCOJ,0.336
7075-BNDVQ,0.336
6769-DYBQN,0.336
5087-SUURX,0.336
0430-IHCDJ,0.336
0929-PECLO,0.336
6952-OMNWB,0.336
1194-SPVSP,0.336
7346-MEDWM,0.336
8203-XJZRC,0.335
2122-YWVYA,0.335
7310-EGVHZ,0.335
0420-BWTPW,0.335
1169-WCVAK,0.335
2115-BFTIW,0.335
4211-MMAZN,0.335
0621-TWIEM,0.335
8740-XLHDR,0.334
2712-SYWAY,0.334
1170-SASML,0.334
2654-VBVPB,0.334
1349-WXNGG,0.334
2267-WTPYD,0.334
2761-XECQW,0.334
3717-OFRTN,0.334
3348-CFRNX,0.333
2070-FNEXE,0.333
8614-VGMMV,0.333
4570-QHXHL,0.333
3466-RITXD,0.333
7504-UWHNB,0.333
7774-OJSXI,0.333
8775-CEBBJ,0.333
3144-KMTWZ,0.332
0257-ZESQC,0.332
0295-QVKPB,0.332
1020-JPQOW,0.332
2692-PFYTJ,0.332
7326-RIGQZ,0.332
8212-DJRCH,0.332
5707-ORNDZ,0.331
9079-LWTFD,0.331
6143-JQKEA,0.331
2576-HXMPA,0.331
3580-REOAC,0.331
8976-OQHGT,0.33
3419-SNJJD,0.33
7926-IJOOU,0.33
2270-CHBFN,0.33
2542-HYGIQ,0.33
2220-IAHLS,0.33
8562-GHPPI,0.33
4957-TREIR,0.33
4452-QIIEB,0.33
1101-SSWAG,0.329
0247-SLUJI,0.329
8887-IPQNC,0.329
7880-XSOJX,0.329
6849-WLEYG,0.328
8178-EYZUO,0.328
4760-XOHVN,0.328
8896-BQTTI,0.328
2272-UOINI,0.328
0927-CNGRH,0.328
9962-BFPDU,0.328
5515-IDEJJ,0.328
2812-SFXMJ,0.328
4291-HPAXL,0.328
5510-BOIUJ,0.328
6849-OYAMU,0.328
8963-JLGJT,0.327
7495-OOKFY,0.327
0829-XXPLX,0.327
7853-OETYL,0.327
2085-BOJKI,0.327
2669-QVCRG,0.327
3807-XHCJH,0.326
2041-JIJCI,0.326
9103-CXVOK,0.326
3679-XASPY,0.326
9374-YOLBJ,0.326
1935-IMVBB,0.326
5698-BQJOH,0.326
1394-SUIUH,0.326
3373-YZZYM,0.326
4958-GZWIY,0.326
8444-WRIDW,0.325
3956-CJUST,0.325
5515-RUGKN,0.325
7957-RYHQD,0.325
2565-JSLRY,0.325
4625-EWPTF,0.325
6240-EURKS,0.325
7554-AKDQF,0.325
1450-SKCVI,0.324
6135-OZQVA,0.324
2817-NTQDO,0.324
5325-UWTWJ,0.324
6815-ABQFQ,0.324
4690-LLKUA,0.323
4566-QVRRW,0.323
3589-PPVKW,0.323
3509-GWQGF,0.323
8016-NCFVO,0.323
0786-VSSUD,0.322
7009-LGECI,0.322
5002-GCQFH,0.322
8535-SFUTN,0.322
8722-NGNBH,0.322
6133-OZILE,0.322
2957-LOLHO,0.321
5371-VYLSX,0.321
5055-MGMGF,0.321
9761-XUJWD,0.321
2360-RDGRO,0.321
7876-BEUTG,0.321
3058-WQDRE,0.321
8329-UTMVM,0.32
3506-LCJDC,0.32
1324-NLTJE,0.32
0587-DMGBH,0.32
5215-LNLDJ,0.32
3717-LNXKW,0.32
6686-YPGHK,0.32
9474-PHLYD,0.32
5392-AKEMH,0.32
3071-VBYPO,0.32
9681-KYGYB,0.32
9626-WEQRM,0.319
0311-QYWSS,0.319
0899-WZRSD,0.319
3657-COGMW,0.319
2826-DXLQO,0.318
8495-LJDFO,0.318
4680-KUTAJ,0.318
5295-PCJOO,0.318
2720-FVBQP,0.318
4592-IWTJI,0.318
2178-PMGCJ,0.317
9122-UMROB,0.317
1600-DILPE,0.317
8651-ENBZX,0.317
2676-ISHSF,0.317
9026-LHEVG,0.317
2455-USLMV,0.317
3685-YLCMQ,0.317
2519-LBNQL,0.317
6579-JPICP,0.316
8718-PTMEZ,0.316
6410-LEFEN,0.316
8168-UQWWF,0.316
7798-JVXYM,0.316
1356-MKYSK,0.316
0487-RPVUM,0.316
5141-ZUVBH,0.316
4080-OGPJL,0.316
8217-QYOHV,0.316
5527-ACHSO,0.316
3590-TCXTB,0.316
3727-JEZTU,0.316
2592-YKDIF,0.316
1963-VAUKV,0.316
8404-FYDIB,0.316
9254-RBFON,0.316
0673-IGUQO,0.315
4307-KTUMW,0.315
5035-PGZXH,0.315
9753-OYLBX,0.315
5575-TPIZQ,0.315
2522-AHJXR,0.315
7593-JNWRU,0.315
2219-MVUSO,0.315
2002-MZHWP,0.315
3351-NGXYI,0.315
2668-TZSPS,0.315
4745-LSPLO,0.315
4088-YLDSU,0.314
1346-PJWTK,0.314
3426-NIYYL,0.314
4488-KQFDT,0.314
0356-ERHVT,0.313
2834-SPCJV,0.313
0550-DCXLH,0.313
7398-LXGYX,0.313
3692-JHONH,0.313
7318-EIVKO,0.313
6646-QVXLR,0.313
8158-WPEZG,0.313
9578-VRMNM,0.312
4080-IIARD,0.312
7401-RUBNK,0.312
9873-MNDKV,0.312
3164-AALRN,0.312
6664-FPDAC,0.312
8152-UOBNY,0.312
9530-EHPOH,0.312
6362-QHAFM,0.312
2988-PLAHS,0.312
4176-FXYBO,0.312
4824-GUCBY,0.311
9420-LOJKX,0.311
0516-WJVXC,0.311
7893-IXHRQ,0.311
8327-LZKAS,0.311
7245-JMTTQ,0.311
3170-GWYKC,0.31
4188-FRABG,0.31
3870-MQAMG,0.31
7272-QDCKA,0.31
6339-DKLMK,0.31
3113-IWHLC,0.31
0130-SXOUN,0.309
3803-KMQFW,0.309
1373-ORVIZ,0.309
5624-BQSSA,0.309
5049-GLYVG,0.309
7251-XFOIL,0.309
1215-VFYVK,0.309
3976-NLDEZ,0.309
2267-FPIMA,0.308
9547-ITEFG,0.308
1518-VOWAV,0.308
3325-FUYCG,0.307
7434-SHXLS,0.307
7243-LCGGZ,0.307
0870-VEMYL,0.307
1399-UBQIU,0.307
9572-MTILT,0.307
0426-TIRNE,0.307
0463-ZSDNT,0.307
2403-BCASL,0.306
6537-QLGEX,0.306
7133-VBDCG,0.306
9943-VSZUV,0.306
4007-NHVHI,0.306
8679-JOEVF,0.305
2207-OBZNX,0.305
5780-INQIK,0.305
7517-SAWMO,0.305
6578-KRMAW,0.304
9206-GVPEQ,0.304
5204-QZXPU,0.304
2018-PZKMU,0.304
6728-WYQBC,0.303
1848-LBZHY,0.303
3090-QFUVD,0.303
2971-SGAFL,0.303
3890-RTCMS,0.303
7549-MYGPK,0.303
7824-PANSQ,0.303
5168-MSWXT,0.302
1100-DDVRV,0.302
6563-VNPMN,0.302
2257-BOVXD,0.302
3566-VVORZ,0.302
3763-GCZHZ,0.301
7241-AJHFS,0.301
4640-UHDOS,0.301
4013-GUXND,0.301
8637-XJIVR,0.301
1685-VAYJF,0.301
6859-RKMZJ,0.301
9708-KFDBY,0.3
7636-OWBPG,0.3
2886-KEFUM,0.3
4190-MFLUW,0.3
0423-UDIJQ,0.3
4673-KKSLS,0.3
7966-YOTQW,0.3
2782-LFZVW,0.3
9767-FFLEM,0.3
3694-DELSO,0.3
8095-WANWK,0.299
9820-RMCQV,0.299
3030-YZADT,0.299
5088-QZLRL,0.298
9327-QSDED,0.298
8868-GAGIO,0.298
9103-TCIHJ,0.298
3522-CDKHF,0.298
4320-QMLLA,0.298
7855-DIWPO,0.298
0193-ESZXP,0.298
5701-ZIKJE,0.297
9821-BESNZ,0.297
4010-YLMVT,0.297
8735-IJJEG,0.297
1049-FYSYG,0.297
8620-RJPZN,0.297
9052-VKDUW,0.297
8069-YQQAJ,0.297
7047-FWEYA,0.297
9396-ZSFLL,0.296
8455-HIRAQ,0.296
2615-YVMYX,0.296
5630-AHZIL,0.296
2810-FTLEM,0.296
7067-KSAZT,0.296
3688-FTHLT,0.296
3645-DEYGF,0.296
7055-VKGDA,0.296
6818-DJXAA,0.296
8734-DKSTZ,0.295
1548-FEHVL,0.295
5287-QWLKY,0.295
2604-XVDAM,0.295
1169-SAOCL,0.295
3714-JTVOV,0.295
9101-BWFSS,0.295
2684-EIWEO,0.295
0103-CSITQ,0.295
1202-KKGFU,0.294
3058-HJCUY,0.294
8160-HOWOX,0.294
9249-FXSCK,0.294
0094-OIFMO,0.294
8118-TJAFG,0.294
4324-AHJKS,0.293
2157-MXBJS,0.293
8849-GYOKR,0.293
4307-KWMXE,0.293
7426-GSWPO,0.293
2391-SOORI,0.293
6217-TOWGS,0.293
6954-OOYZZ,0.293
9097-ZUBYC,0.293
4439-YRNVD,0.293
2716-GFZOR,0.292
1193-RTSLK,0.292
4350-ZTLPI,0.292
3604-WLABM,0.292
1310-QRITU,0.292
6769-DCQLI,0.291
9774-NRNAU,0.291
1205-WNWPJ,0.291
5651-CPDND,0.291
5067-XJQFU,0.291
3797-FKOGQ,0.29
8124-NZVGJ,0.29
6652-YFFJO,0.29
9481-IEBZY,0.29
1784-EZDKJ,0.29
7409-JURKQ,0.29
7537-CBQUZ,0.29
0771-WLCLA,0.29
1575-KRZZE,0.29
9835-ZIITK,0.289
7742-MYPGI,0.289
5370-IIVVL,0.289
5469-CTCWN,0.289
8901-HJXTF,0.289
7730-IUTDZ,0.289
7850-VWJUU,0.289
5027-YOCXN,0.289
0215-BQKGS,0.289
6029-CSMJE,0.289
6627-CFOSN,0.288
4612-THJBS,0.288
2382-BCKQJ,0.288
8182-PNAGI,0.288
6624-JDRDS,0.288
1629-DQQVB,0.288
2165-VOEGB,0.288
8388-FYNPZ,0.288
7975-TZMLR,0.287
5309-TAIKL,0.287
2700-LUEVA,0.287
6067-NGCEU,0.287
6549-NNDYT,0.287
5778-BVOFB,0.287
2037-XJFUP,0.287
6807-SIWJI,0.286
2709-UQGNP,0.286
8982-NHAVY,0.286
4607-CHPCA,0.286
9489-UTFKA,0.286
2111-DWYHN,0.286
1436-ZMJAN,0.286
1465-LNTLJ,0.286
5671-UUNXD,0.286
2806-MLNTI,0.286
8257-RZAHR,0.286
7694-VLBWQ,0.286
4480-MBMLB,0.285
0719-SYFRB,0.285
7950-XWOVN,0.285
0639-TSIQW,0.285
7821-DPRQE,0.285
0856-NAOES,0.285
8564-LDKFL,0.285
8735-DCXNF,0.284
5022-JNQEQ,0.284
4250-ZBWLV,0.284
7603-USHJS,0.284
1502-XFCVR,0.284
0265-PSUAE,0.284
8981-FJGLA,0.284
0058-EVZWM,0.284
7410-KTVFV,0.283
5995-OIGLP,0.283
2239-JALAW,0.283
7905-TVXTA,0.283
2011-TRQYE,0.283
2080-SRCDE,0.283
7486-KSRVI,0.283
0003-MKNFE,0.282
2373-NTKOD,0.282
8800-JOOCF,0.282
7319-VENRZ,0.282
1258-YMZNM,0.282
2075-RMJIK,0.282
4123-FCVCB,0.282
5071-FBJFS,0.281
1689-YQBYY,0.281
4647-XXZAM,0.281
5816-SCGFC,0.281
0727-BMPLR,0.28
2000-MPKCA,0.28
3665-JATSN,0.28
5186-EJEGL,0.28
2460-NGXBJ,0.279
8375-KVTHK,0.279
5701-SVCWR,0.279
5542-DHSXL,0.279
1976-AZZPJ,0.279
6218-KNUBD,0.279
2325-WINES,0.279
3086-RUCRN,0.279
4695-VADHF,0.279
2014-MKGMH,0.279
5843-TTHGI,0.279
4987-GQWPO,0.279
7124-UGSUR,0.278
5311-IHLEI,0.278
9139-WQQDY,0.278
3345-PBBFH,0.278
3316-UWXUY,0.278
9643-YBLUR,0.278
1110-KYLGQ,0.278
3162-KKZXO,0.278
3069-SSVSN,0.278
0623-IIHUG,0.277
3424-NMNBO,0.277
7112-OPOTK,0.277
5447-WZAFP,0.277
0618-XWMSS,0.277
1442-BQPVU,0.277
9651-GTSAQ,0.277
0999-QXNSA,0.276
3584-WKTTW,0.276
6360-SVNWV,0.276
9381-NDKME,0.276
4522-AKYLR,0.276
1261-FWTTE,0.276
1585-MQSSU,0.276
0060-FUALY,0.276
2657-VPXTA,0.275
1849-RJYIG,0.275
1855-AGAWH,0.275
2560-PPCHE,0.275
8008-ESFLK,0.275
0106-GHRQR,0.275
4177-JPDFU,0.275
5285-MVEHD,0.275
3587-PMCOY,0.274
2189-UXTKY,0.274
6647-ZEDXT,0.274
7766-CLTIC,0.274
2408-TZMJL,0.274
2731-GJRDG,0.274
4619-EVPHY,0.274
7072-MBHEV,0.274
4925-LMHOK,0.274
5433-KYGHE,0.273
4976-LNFVV,0.273
6777-TGHTM,0.273
2988-GBIVW,0.273
8773-HHUOZ,0.273
1899-VXWXM,0.273
5366-OBVMR,0.273
3873-NFTGI,0.273
8715-KKTFG,0.272
0380-NEAVX,0.272
0520-FDVVT,0.272
4393-RYCRE,0.272
0691-NIKRI,0.272
0822-QGCXA,0.271
5133-VRSAB,0.271
1644-IRKSF,0.271
6713-OKOMC,0.271
9356-AXGMP,0.271
8250-ZNGGW,0.271
0365-TRTPY,0.27
4800-CZMPC,0.27
5981-ZVXOT,0.27
2673-CXQEU,0.269
4931-TRZWN,0.269
7351-MHQVU,0.269
8111-BKVDS,0.269
6199-IWKGC,0.269
8267-ZNYVZ,0.269
0406-BPDVR,0.269
0708-LGSMF,0.269
7351-KYHQH,0.268
6198-PNNSZ,0.268
4789-KWMXN,0.268
9036-CSKBW,0.268
1867-TJHTS,0.268
0080-OROZO,0.267
4402-FTBXC,0.267
5482-NUPNA,0.267
9332-GYWLO,0.267
0409-WTMPL,0.267
8920-NAVAY,0.267
1698-XFZCI,0.267
7594-LZNWR,0.266
7145-FEJWU,0.266
7905-NJMXS,0.266
5402-HTOTQ,0.266
1703-MGIAB,0.266
2722-VOJQL,0.266
9058-HRZSV,0.266
9659-ZTWSM,0.266
4753-PADAS,0.266
1918-ZBFQJ,0.266
3307-TLCUD,0.265
6425-YQLLO,0.265
5140-FOMCQ,0.265
2582-FFFZR,0.264
4280-DLSHD,0.264
6243-OZGFH,0.264
4455-BFSPD,0.264
0691-IFBQW,0.264
1025-FALIX,0.264
5154-VEKBL,0.264
4913-EHYUI,0.264
1355-KUSBG,0.264
4118-CEVPF,0.263
0442-ZXKVS,0.263
4431-EDMIQ,0.263
3629-WEAAM,0.263
7251-LJBQN,0.263
0330-BGYZE,0.263
2931-FSOHN,0.263
0851-DFJKB,0.263
0471-ARVMX,0.262
9701-CDXHR,0.262
0991-BRRFB,0.262
9644-UMGQA,0.262
3190-XFANI,0.262
9360-AHGNL,0.262
6599-GZWCM,0.262
2359-QWQUL,0.261
7143-BQIBA,0.261
4323-SADQS,0.261
7459-RRWQZ,0.261
8791-GFXLZ,0.261
0206-TBWLC,0.261
6789-HJBWG,0.261
7789-CRUVC,0.261
7018-WBJNK,0.26
2656-FMOKZ,0.26
1803-BGNBD,0.26
3758-CKOQL,0.26
2676-OXPPQ,0.26
0786-IVLAW,0.259
5136-KCKGI,0.259
3845-FXCYS,0.259
4250-FDVOU,0.259
6480-YAGIY,0.259
8634-CILSZ,0.258
2894-QOJRX,0.258
5440-VHLUL,0.258
6689-VRRTK,0.258
5732-IKGQH,0.258
8952-WCVCD,0.258
7789-HKSBS,0.257
1120-BMWUB,0.257
5334-JLAXU,0.257
6655-LHBYW,0.257
9033-EOXWV,0.257
1360-XFJMR,0.257
6625-UTXEW,0.257
0260-ZDLGK,0.257
9938-EKRGF,0.257
0877-SDMBN,0.257
2828-SLQPF,0.256
1559-DTODC,0.256
4374-YMUSQ,0.256
7928-VJYAB,0.256
6723-WSNTY,0.256
5074-FBGHB,0.256
4710-FDUIZ,0.256
9163-GHAYE,0.256
1217-VASWC,0.256
8979-CAMGB,0.256
9825-YCXWZ,0.255
2692-AQCPF,0.255
3858-XHYJO,0.255
8033-VCZGH,0.254
9780-FKVVF,0.254
0314-TKOSI,0.254
7854-EKTJL,0.254
8725-JEDFD,0.253
9842-EFSYY,0.253
8967-SZQAS,0.252
6305-YLBMM,0.252
5590-YRFJT,0.252
5651-WYIPH,0.252
1950-KSVVJ,0.252
7382-DFJTU,0.252
0481-SUMCB,0.252
3349-ANQNH,0.252
2452-SNHFZ,0.252
7663-ZTEGJ,0.252
4819-HJPIW,0.251
8229-MYEJZ,0.251
7632-MNYOY,0.251
2750-BJLSB,0.251
2778-OCLGR,0.251
7551-DACSP,0.251
6797-UCJHZ,0.25
5201-FRKKS,0.25
6898-MDLZW,0.25
5708-EVONK,0.25
5802-ADBRC,0.25
8292-TYSPY,0.25
0239-OXEXL,0.25
1919-RTPQD,0.249
4881-JVQOD,0.249
9142-KZXOP,0.249
4832-VRBMR,0.248
4081-DYXAV,0.248
2293-IJWPS,0.248
5649-TJHOV,0.248
2458-EOMRE,0.248
0512-FLFDW,0.248
5949-HGVJL,0.247
2748-MYRVK,0.247
1984-FCOWB,0.247
7054-ENNGU,0.247
5897-ZYEKH,0.247
7446-YPODE,0.247
0212-ISBBF,0.246
2252-JHJGE,0.246
4226-KKDON,0.246
1353-LJWEM,0.245
8096-LOIST,0.245
7797-EJMDP,0.245
8259-NFJTV,0.245
9323-HGFWY,0.245
6576-FBXOJ,0.245
6537-OTKMY,0.245
9667-EQRXU,0.244
9233-PSYHO,0.244
4765-OXPPD,0.244
7825-ECJRF,0.244
5939-XAIXZ,0.244
5445-PZWGX,0.244
0701-TJSEF,0.243
4283-IVYCI,0.243
5424-RLQLC,0.243
9518-RWHZL,0.243
5568-DMXZS,0.243
1907-YLNYW,0.243
8070-AAWZP,0.243
8706-HRADD,0.242
7661-CPURM,0.242
6917-YACBP,0.242
5828-DWPIL,0.242
8189-HBVRW,0.242
4672-FOTSD,0.242
7130-CTCUS,0.241
0431-APWVY,0.241
4905-JEFDW,0.241
6854-EXGSF,0.241
7134-MJPDY,0.241
1596-OQSPS,0.241
3230-WYKIR,0.241
7743-EXURX,0.241
0100-DUVFC,0.24
6439-LAJXL,0.24
3865-ZYKAD,0.24
4833-QTJNO,0.24
2195-VVRJF,0.239
0567-GGCAC,0.239
0909-SDHNU,0.239
3808-HFKDE,0.239
6942-LBFDP,0.239
4712-AUQZO,0.239
4016-BJKTZ,0.238
6486-LHTMA,0.238
5136-RGMZO,0.238
7103-IPXPJ,0.238
1410-RSCMR,0.238
6874-SGLHU,0.237
8091-TTVAX,0.237
4282-ACRXS,0.237
6483-OATDN,0.237
1024-KPRBB,0.237
3511-APPBJ,0.237
1347-KTTTA,0.237
6728-VOIFY,0.237
6270-OMFIW,0.237
5966-EMAZU,0.236
7634-WSWDB,0.236
6128-AQBMT,0.236
7750-EYXWZ,0.236
1767-TGTKO,0.236
6497-TILVL,0.235
6097-EQISJ,0.235
0013-MHZWF,0.235
2640-LYMOV,0.235
3689-MOZGR,0.235
9522-BNTHX,0.235
1750-CSKKM,0.234
7733-UDMTP,0.234
8294-UIMBA,0.234
5174-RNGBH,0.234
5686-CMAWK,0.234
6341-AEVKX,0.234
2432-TFSMK,0.233
6804-GDMOI,0.233
6313-GIDIT,0.233
2929-QNSRW,0.233
2782-JEEBU,0.233
2623-DRYAM,0.233
3523-QRQLL,0.232
0880-FVFWF,0.232
0823-HSCDJ,0.232
1360-JYXKQ,0.232
0804-XBFBV,0.232
0575-CUQOV,0.232
7746-AWNQW,0.232
2995-UPRYS,0.231
4608-LCIMN,0.231
5046-NUHWD,0.231
4710-NKCAW,0.23
5013-SBUIH,0.23
9057-MSWCO,0.23
1432-FPAXX,0.23
7883-ROJOC,0.229
4628-WQCQQ,0.229
7622-NXQZR,0.229
3445-HXXGF,0.229
0872-JCPIB,0.229
6289-CPNLD,0.229
2519-ERQOJ,0.229
9693-XMUOB,0.229
3945-GFWQL,0.228
8799-OXZMD,0.228
4323-OHFOW,0.228
3199-NPKCN,0.228
6038-GCYEC,0.227
7203-OYKCT,0.227
0277-BKSQP,0.227
2486-WYVVE,0.227
3132-TVFDZ,0.227
7639-SUPCW,0.227
7636-XUHWW,0.227
8819-ZBYNA,0.227
3886-CERTZ,0.226
2172-EJXVF,0.226
2770-NSVDG,0.226
6821-JPCDC,0.226
3644-QXEHN,0.226
5240-CAOYT,0.226
6344-SFJVH,0.226
4501-VCPFK,0.226
5481-NTDOH,0.225
8205-MQUGY,0.225
8205-OTCHB,0.225
2659-VXMWZ,0.225
2651-ZCBXV,0.225
3528-HFRIQ,0.225
1862-SKORY,0.225
5445-GLVOT,0.224
5734-EJKXG,0.224
5876-HZVZM,0.224
2259-OUUSZ,0.224
4929-ROART,0.224
7016-BPGEU,0.223
6302-JGYRJ,0.223
8133-ANHHJ,0.223
1409-PHXTF,0.223
2474-LCNUE,0.223
1400-WIVLL,0.223
2460-FPSYH,0.223
7718-UPSKJ,0.223
3009-JWMPU,0.222
7895-VONWT,0.222
7993-NQLJE,0.222
6333-YDVLT,0.222
0774-IFUVM,0.222
1357-BIJKI,0.222
2851-STERV,0.222
4791-QRGMF,0.222
6345-HOVES,0.221
0228-MAUWC,0.221
6397-JNZZG,0.221
1428-IEDPR,0.22
3642-GKTCT,0.22
9373-WSLOY,0.22
5298-GSTLM,0.22
1335-HQMKX,0.22
9795-VOWON,0.22
8731-WBBMB,0.22
3680-CTHUH,0.22
1051-GEJLJ,0.219
7740-BTPUX,0.219
0422-UXFAP,0.219
2133-TSRRM,0.219
2924-KHUVI,0.219
